Stock,Price,Beta,Volume,Avg 3 Month Vol,Market Cap,P/E,EPS,MR This Week,MR Last Week,Change,Mean Target,Median Target,High Target,Low Target,Num Brokers
JOBS,78.60,1.85,"9,499","31,946",2.32B,31.55,2.49,2.6,2.6,0.0,76.18,79.00,85.00,62.90,5
SKYY,26.42,153.14M,"36,052","54,735",0,0,0,0,0,0
WSFS,76.63,1.65,"14,554","40,713",678.18M,17.01,4.50,2.5,2.5,0.0,76.67,75.00,82.00,73.00,3
MASC,11.80,1.16,"42,225","21,773",121.80M,20.77,0.57,3.0,3.0,0.0,13.00,13.00,13.00,13.00,1
CMCO,26.62,2.17,"42,374","65,283",523.22M,6.97,3.82,2.3,2.3,0.0,29.75,30.00,31.00,28.00,4
FCSC,4.09,0.62,"55,269","118,941",162.91M,N/A,-1.79,1.3,1.3,0.0,10.00,9.00,14.00,7.00,3
LRAD,1.82,0.76,"73,085","126,340",59.90M,N/A,-0.02,1.0,1.0,0.0,4.00,4.00,4.00,4.00,1
CSBK,12.85,0.84,"56,614","20,313",332.15M,53.54,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CKSW,7.59,1.54,"54,910","118,244",244.69M,N/A,-0.08,1.3,1.3,0.0,9.00,9.00,10.00,8.00,2
RRST,8.19,0.88,"1,972","22,830",142.06M,21.05,0.39,2.0,2.0,0.0,10.00,10.00,10.00,10.00,1
MASI,29.95,1.01,"499,324","302,033",1.69B,26.98,1.11,2.7,2.7,0.0,27.57,29.00,32.00,19.00,7
LORL,79.61,0.89,"26,822","55,924",2.46B,5.07,15.71,2.0,2.0,0.0,89.00,89.00,89.00,89.00,1
NUJ,12.13,N/A,"22,094","15,583",0,0,0,0,0,0,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
ASM,1.24,1.96,"36,476","40,891",34.05M,12.92,0.10
HERO,6.51,2.43,"1,270,142","2,618,990",1.04B,28.06,0.23,2.3,2.3,0.0,9.31,9.50,13.00,6.90,17
SWSH,0.55,0.68,"494,757","702,825",96.59M,N/A,-0.43,2.0,2.0,0.0,1.21,1.21,1.41,1.00,2
QCRH,17.24,0.67,"15,926","7,797",100.27M,8.24,2.09,1.5,1.5,0.0,19.83,19.50,21.00,19.00,3
CSTE,49.34,N/A,"355,024","258,044",1.71B,30.25,1.63,1.6,1.6,0.0,53.50,53.00,56.50,51.00,5
UNB,22.99,0.11,"6,456","2,314",102.48M,13.13,1.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FSTR,46.74,1.23,"8,920","22,424",482.68M,16.75,2.79,1.7,1.7,0.0,51.33,52.00,55.00,47.00,3
CDTI,1.61,2.94,"319,518","132,668",14.96M,N/A,-0.95,2.0,2.0,0.0,2.00,2.00,2.00,2.00,1
AETI,9.63,0.21,"21,902","41,306",77.08M,20.19,0.48,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
BLUE,21.29,N/A,"63,283","141,343",503.13M,N/A,-3.16,1.4,1.4,0.0,43.00,44.00,45.00,40.00,5
ITI,2.00,0.8,"44,830","58,649",65.47M,28.99,0.07,1.0,1.0,0.0,2.00,2.00,2.00,2.00,1
VSTM,12.68,N/A,"163,098","150,095",325.20M,N/A,-1.76,1.6,1.6,0.0,22.11,20.00,30.00,18.00,9
VRNT,42.41,1.23,"220,088","337,924",2.27B,40.51,1.05,2.1,2.1,0.0,44.00,45.00,48.00,40.00,8
ANEN,27.94,0.05,"31,820","156,995",353.41M,24.23,1.15,3.0,3.0,0.0,26.50,26.50,28.00,25.00,2
VIVO,26.39,1.44,"125,973","161,290",1.10B,29.00,0.91,2.8,2.8,0.0,22.43,22.00,27.00,15.00,7
ZIGO,14.90,1.67,"14,208","29,356",278.96M,49.67,0.30,1.0,1.0,0.0,10.00,10.00,10.00,10.00,1
MNGA,0.47,0.08,"67,229","44,522",10.82M,N/A,-0.33,2.0,2.0,0.0,0.95,0.95,0.95,0.95,1
KCLI,47.00,0.65,"8,703","12,492",516.25M,16.69,2.82,N/A,N/A,N/A,47.73,47.73,47.73,47.73,1
ENPH,6.92,N/A,"435,912","381,111",290.92M,N/A,-0.75,2.2,2.2,0.0,9.40,10.00,12.00,6.00,5
NCQ,1.51,N/A,"198,694","316,059",80.13M,N/A,-0.54,2.0,2.0,0.0,2.82,2.82,2.82,2.82,1
SWKS,27.72,1.82,"1,974,176","2,607,350",5.22B,19.12,1.45,1.8,1.8,0.0,31.43,31.50,40.00,20.00,14
EGLE,4.34,4.07,"503,015","1,270,990",72.30M,N/A,-4.24,3.7,3.7,0.0,1.67,1.00,3.50,0.50,3
OXLC,17.53,N/A,"25,745","39,657",0,0,0,0,0,0,2.0,2.0,0.0,19.00,19.00,19.00,19.00,1
CRME,6.21,2.23,"16,787","157,508",77.44M,3.94,1.58,3.0,3.0,0.0,5.67,5.75,8.00,3.25,6
OTTR,28.74,0.84,"113,969","77,922",1.04B,25.66,1.12,3.0,3.0,0.0,28.50,28.50,29.00,28.00,2
CVTI,8.15,1,"55,523","21,724",121.14M,35.90,0.23,3.0,3.0,0.0,7.00,7.00,7.00,7.00,2
VNQI,53.69,1.63B,"88,161","210,294",0,0,0,0,0,0
AAL,26.54,N/A,"13,836,062","11,103,300",8.91B,22.04,1.20,2.0,2.0,0.0,32.36,31.00,39.00,28.00,11
LCAV,4.65,4.72,"315,767","64,573",89.50M,N/A,-0.29,2.0,2.0,0.0,6.13,6.13,8.00,4.25,2
AAU,1.26,1.59,"124,497","112,948",81.26M,N/A,-0.14
HSTM,32.16,1.16,"96,570","119,395",876.55M,103.74,0.31,2.0,2.0,0.0,38.43,38.60,43.00,33.50,4
PATH,3.24,3.26,"147,291","444,722",101.08M,N/A,-1.89,2.3,2.3,0.0,6.50,6.50,8.00,5.00,2
PATK,29.25,1.15,"27,557","65,749",309.11M,14.16,2.07,2.0,2.0,0.0,42.00,42.00,42.00,42.00,1
MEMP,21.00,0.4,"574,256","604,308",1.29B,291.67,0.07,1.7,1.7,0.0,23.70,24.00,25.00,19.00,10
SBBX,7.70,0.85,"4,500","3,373",34.66M,37.56,0.21,N/A,N/A,N/A,18.00,18.00,18.00,18.00,1
SANW,6.94,-0.2,"51,241","107,356",80.24M,N/A,-0.26,2.0,2.0,0.0,10.00,10.00,10.00,10.00,2
JOUT,26.95,1.15,"20,356","20,867",256.46M,13.85,1.95,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0
CYTK,6.86,0.86,"540,136","435,173",202.39M,N/A,-2.01,1.7,1.7,0.0,23.33,23.50,26.00,20.00,6
PTLA,27.39,N/A,"379,766","343,878",1.09B,N/A,-4.44,1.6,1.6,0.0,35.50,32.50,45.00,32.00,4
BIB,149.17,N/A,"26,832","60,600",0,0,0,0,0,0
MGEE,56.88,0.49,"58,125","42,279",1.31B,18.44,3.09,3.0,3.0,0.0,60.00,60.00,60.00,60.00,1
MGPI,5.35,2.35,"36,610","21,478",95.50M,N/A,-0.26,N/A,N/A,N/A,13.24,13.24,13.24,13.24,1
CYTX,2.64,2.29,"457,814","847,541",177.59M,N/A,-0.31,2.0,2.0,0.0,8.25,9.50,10.00,4.00,4
TTPH,13.75,N/A,"79,727","131,497",346.17M,N/A,-1.08,1.6,1.6,0.0,16.56,16.00,25.00,13.50,8
CIMT,9.35,1.66,"235,168","256,946",90.95M,22.64,0.41,1.5,1.5,0.0,9.00,9.00,9.00,9.00,1
CYTR,6.66,1.54,"3,646,569","2,887,290",279.55M,N/A,-0.55,2.0,2.0,0.0,7.50,7.50,8.00,7.00,2
BSFT,26.50,1.7,"354,428","496,329",748.33M,N/A,-0.16,2.4,2.4,0.0,33.00,32.00,44.00,26.00,9
BIS,20.76,N/A,"9,463","23,502",0,0,0,0,0,0
HOLX,22.19,1.51,"1,662,931","4,403,120",6.06B,N/A,-4.37,2.5,2.5,0.0,22.18,22.00,26.50,15.00,19
MIND,17.17,1.75,"29,000","46,395",219.21M,35.04,0.49,1.7,1.7,0.0,18.33,18.00,20.00,17.00,3
CYBX,64.90,0.47,"356,777","234,538",1.75B,38.18,1.70,1.4,1.4,0.0,72.88,76.00,80.00,44.00,8
TIBX,23.26,1.88,"2,716,308","2,448,180",3.74B,42.21,0.55,2.0,2.0,0.0,26.38,27.00,30.00,20.00,21
SLP,5.13,0.89,"20,446","24,467",82.29M,28.50,0.18,1.5,1.5,0.0,6.10,6.10,6.10,6.10,1
CRNT,3.09,1.01,"177,421","311,938",113.89M,N/A,-1.10,2.6,2.6,0.0,4.69,3.75,8.00,3.25,4
LSBI,28.41,1.3,300,"1,670",44.35M,16.61,1.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOLL,1.38,-0.88,"41,470","83,054",31.24M,1.60,0.86,N/A,N/A,N/A,2.50,2.50,2.50,2.50,1
PSCT,44.15,N/A,"13,801","33,176",0,0,0,0,0,0
HOLI,17.97,2.31,"206,596","252,638",1.04B,17.92,1.00,1.7,1.7,0.0,20.70,19.60,23.00,19.50,3
CYBE,6.49,0.72,"38,947","43,860",42.55M,N/A,-1.54,N/A,N/A,N/A,8.00,8.00,8.00,8.00,1
IPB,25.95,N/A,50,883,0,0,0,0,0,0
LSBK,12.20,0.54,644,"1,803",69.93M,19.55,0.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POOL,57.34,0.91,"118,940","197,425",2.63B,29.05,1.97,2.4,2.4,0.0,59.50,60.50,65.00,50.00,6
GSOL,8.16,2.3,"29,567","33,168",281.14M,7.56,1.08,2.0,2.0,0.0,9.00,9.00,9.00,9.00,1
UCFC,3.61,0.06,"116,224","73,832",181.33M,41.49,0.09,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0
RGCO,18.72,-0.19,"7,879","2,181",88.17M,20.64,0.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UHAL,242.45,2,"73,836","32,476",4.75B,14.55,16.67,1.5,1.5,0.0,249.00,249.00,249.00,249.00,1
BBCN,16.35,1.95,"202,528","381,264",1.30B,15.28,1.07,2.0,2.0,0.0,17.29,17.50,19.00,16.00,7
MCF,45.57,1.24,"71,062","78,244",692.39M,18.45,2.47,2.0,2.0,0.0,52.00,52.00,52.00,52.00,1
BUR,2.95,N/A,"4,000","9,425",93.29M,N/A,-0.21
BDSI,5.81,2.75,"314,495","314,322",220.93M,N/A,-0.99,1.5,1.5,0.0,9.92,9.50,12.00,8.50,6
GFN,6.20,0.27,"3,915","18,375",150.88M,47.33,0.13,1.5,1.5,0.0,7.50,7.50,8.00,7.00,3
MCZ,0.52,3.59,"395,755","441,936",33.10M,N/A,-0.25,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
DXKW,23.39,2.51M,"7,014","4,321",0,0,0,0,0,0
NWSA,17.82,N/A,"2,016,620","4,321,180",10.32B,16.52,1.08,2.6,2.4,0.2,19.35,17.82,37.00,14.30,9
QQXT,34.52,84.84M,"13,752","16,583",0,0,0,0,0,0
EXE,3.10,1.21,"19,701","8,963",33.46M,N/A,-0.59,N/A,N/A,N/A,6.00,6.00,6.00,6.00,1
BSTC,21.78,0.82,"18,763","26,759",138.02M,32.51,0.67,1.8,1.8,0.0,34.13,28.50,55.00,24.50,4
EXA,13.13,N/A,"10,346","17,186",175.26M,N/A,-0.09,2.0,2.0,0.0,16.83,16.00,18.50,16.00,3
BGI,1.67,1.01,230,"5,248",29.85M,N/A,-0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRRC,17.81,1.83,"29,601","24,638",204.94M,18.17,0.98,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
EAGL,9.64,N/A,"1,100","2,145",391.63M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBUX,76.95,0.75,"3,272,813","4,468,140",57.99B,"7,695.00",0.01,1.7,1.7,0.0,89.00,90.00,98.00,78.00,25
VFL,11.80,N/A,"16,959","18,622",0,0,0,0,0,0
BPFHP,21.75,N/A,"1,700","3,862",1.74B,34.47,0.63
CRRS,2.94,-0.1,"63,931","74,013",463.30M,26.49,0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VNDA,12.64,2.1,"800,775","1,663,720",419.52M,N/A,-0.66,1.7,1.7,0.0,21.33,21.00,23.00,20.00,3
DEPO,10.87,1,"609,730","580,024",619.44M,N/A,-0.04,1.8,1.8,0.0,9.75,10.50,12.00,6.00,4
PWOD,50.95,0.83,"6,433","11,687",245.53M,15.51,3.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LBMH,4.30,1.160,"366,211","432,129",225.33M,30.71,0.14,1.0,1.0,0.0,3.00,3.00,3.00,3.00,1
SPLS,15.79,1.65,"6,432,828","7,532,970",10.32B,21.48,0.74,2.7,2.7,0.0,15.00,15.00,18.00,10.50,16
PICO,23.18,1.35,"158,538","111,410",527.23M,N/A,-0.79,2.0,2.0,0.0,31.00,31.00,31.00,31.00,1
VNR,29.43,1.04,"242,210","314,941",2.29B,N/A,-2.13,1.9,1.9,0.0,31.79,32.00,34.00,30.00,12
PBIP,10.71,0.17,797,"68,811",102.22M,59.50,0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HPTX,20.39,N/A,"187,479","96,359",409.96M,50.35,0.41,1.8,1.8,0.0,33.00,33.50,35.00,30.00,4
MYRG,24.74,1.23,"79,038","92,871",523.47M,15.57,1.59,1.9,1.9,0.0,27.60,28.00,30.00,23.00,10
GPL,0.76,1.44,"455,883","413,540",105.25M,N/A,-0.05
SONA,9.98,0.42,"1,700","11,127",115.67M,20.71,0.48,1.0,1.0,0.0,11.00,11.00,11.00,11.00,1
CETV,3.72,2.39,"457,068","1,302,460",500.32M,N/A,-6.02
SONC,19.72,1.08,"821,914","482,446",1.11B,30.81,0.64,2.4,2.4,0.0,18.90,18.50,24.00,11.00,10
TILE,21.81,1.45,"201,793","297,062",1.45B,35.75,0.61,2.3,2.3,0.0,24.40,24.00,26.00,23.00,5
THM,0.44,1.13,"329,427","349,519",42.67M,N/A,-0.16,3.5,3.5,0.0,0.10,0.10,0.10,0.10,1
SONS,3.04,2.06,"677,877","1,497,430",831.42M,N/A,-0.14,1.6,1.6,0.0,4.36,4.33,6.00,3.25,8
QLIK,25.60,2.17,"1,295,759","2,007,460",2.27B,N/A,-0.06,2.2,2.2,0.0,32.05,33.00,37.00,23.00,19
NAII,5.65,0.78,"17,192","18,333",38.52M,40.37,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MWIV,175.57,1.1,"75,566","58,678",2.26B,35.47,4.95,2.0,2.0,0.0,154.00,170.00,195.00,81.00,4
XLNX,45.62,1.56,"1,982,702","2,830,570",12.24B,23.83,1.91,2.2,2.3,49.38,50.00,56.00,43.00,24
ADMP,6.51,-0.75,"65,344","26,544",64.52M,N/A,-0.77,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0
DSKX,2.45,-0.32,"8,512","14,286",33.72M,N/A,-0.41,2.0,2.0,0.0,5.50,5.50,5.50,5.50,1
BOSC,7.31,1.85,"43,438","207,986",8.58M,N/A,-0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NVMI,10.00,2.48,"60,937","115,629",272.36M,27.78,0.36,1.3,1.3,0.0,13.00,13.00,15.00,11.00,4
SLTC,6.36,1.47,"1,725","10,284",24.58M,N/A,-2.48,2.0,2.0,0.0,12.00,12.00,12.00,12.00,1
SLTM,2.94,3.76,"1,201,274","1,206,510",237.37M,163.33,0.02,2.8,2.8,0.0,3.00,2.92,4.00,2.25,6
TAIT,1.13,0.74,"10,200","3,016",6.26M,N/A,-0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EDAP,2.96,2.19,"31,780","76,121",64.50M,N/A,-0.37,2.0,2.0,0.0,6.00,6.00,6.00,6.00,1
KIN,10.79,N/A,"42,506","144,433",162.36M,N/A,-0.18
EOPN,24.16,N/A,"108,261","151,970",640.41M,N/A,-0.57,1.5,1.5,0.0,25.57,25.00,28.00,22.00,7
NML,19.03,N/A,"101,712","287,311",0,0,0,0,0,0
MMLP,43.23,0.89,"119,215","62,510",1.15B,34.89,1.24,2.9,2.9,0.0,46.83,46.50,49.00,45.00,6
SYNM,3.44,1.9,"59,660","80,694",34.28M,N/A,-0.13,1.0,1.0,0.0,1.80,1.80,1.80,1.80,1
CRV,3.42,0.31,"1,458","13,067",16.15M,N/A,-0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SYNC,2.59,-0.68,"155,952","152,206",70.81M,N/A,-0.03,3.0,3.0,0.0,4.33,4.00,6.00,3.00,3
SYNA,50.51,2.11,"616,662","1,186,030",1.67B,13.63,3.71,1.9,1.9,0.0,56.62,57.00,65.00,38.00,13
CRF,6.08,N/A,"120,334","181,600",0,0,0,0,0,0,N/A,N/A,N/A,7.00,7.00,7.00,7.00,1
LWAY,15.67,0.24,"8,838","15,354",256.14M,39.17,0.40,2.7,2.7,0.0,17.30,17.30,18.60,16.00,2
SYNT,91.93,1.42,"134,808","90,118",3.84B,18.95,4.85,2.2,2.2,0.0,92.00,90.00,126.00,75.00,9
GLDI,14.18,N/A,"11,509","15,071",0,0,0,0,0,0
QTETR,0.52,N/A,0,N/A,6.60M,N/A,N/A
MCGC,4.42,1.3,"178,227","301,665",314.76M,12.14,0.36,3.0,3.0,0.0,5.00,5.00,5.50,4.50,3
HGSH,6.68,-1.7,"84,285","49,238",300.93M,14.52,0.46
AEGR,73.56,0.71,"757,465","707,605",2.15B,N/A,-2.55,1.4,1.4,0.0,106.70,105.50,115.00,100.00,10
ABMD,27.06,2.57,"209,528","376,598",1.04B,189.23,0.14,2.4,2.4,0.0,27.00,29.50,35.00,14.00,6
DRIV,18.51,0.8,"293,166","275,071",582.81M,N/A,-6.92,3.1,3.1,0.0,18.40,18.00,22.00,15.00,5
GLDD,9.15,1.91,"258,066","350,306",545.57M,N/A,-0.39,2.5,2.5,0.0,9.50,9.00,11.50,8.00,5
PLUS,56.50,0.88,"17,557","28,297",461.66M,13.77,4.10,1.0,1.0,0.0,72.50,72.50,80.00,65.00,2
KIPO,6.02,-0.61,"19,865","25,618",53.19M,25.73,0.23,1.0,1.0,0.0,8.92,8.92,8.92,8.92,1
NINE,1.74,-0.47,"3,700","11,267",66.06M,15.96,0.11,N/A,N/A,N/A,1.70,1.70,1.70,1.70,1
AEGN,21.29,2.09,"391,116","264,849",802.42M,18.55,1.15,2.3,2.3,0.0,23.50,23.00,27.00,19.00,6
SGEN,39.24,1.23,"732,316","816,605",4.81B,N/A,-0.48,2.6,2.6,0.0,41.09,44.00,53.00,24.00,11
SIRI,3.57,1.78,"60,384,866","51,004,400",21.90B,48.90,0.07,2.1,2.1,0.0,4.60,4.50,5.80,3.65,17
MKSI,30.18,1.39,"296,400","233,227",1.61B,81.57,0.37,1.4,1.4,0.0,33.88,35.00,37.00,28.00,8
FTSL,49.65,N/A,"15,150","38,840",0,0,0,0,0,0
SIRO,69.39,1.59,"351,879","466,883",3.82B,26.59,2.61,1.8,1.8,0.0,79.93,82.00,90.00,64.00,14
APTS,8.10,N/A,"57,567","70,919",0,0,0,0,0,0,1.5,1.5,0.0,11.50,11.50,12.00,11.00,2
KTCC,11.09,1.92,"28,308","30,933",116.76M,11.55,0.96,1.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A
QCOM,72.89,1,"7,970,403","9,927,900",123.14B,18.64,3.91,2.0,2.0,0.0,77.92,80.00,90.00,40.00,39
HCIIP,52.40,N/A,200,710,602.29M,9.54,5.49
UNIS,4.53,0.91,"1,280,693","1,871,790",442.95M,N/A,-0.73,1.2,1.2,0.0,7.90,6.50,13.50,5.50,5
HLSS,22.75,N/A,"333,203","478,308",1.62B,12.18,1.87,1.7,1.7,0.0,26.38,25.75,29.00,25.00,8
IPDN,4.72,N/A,"5,611","7,716",29.84M,N/A,-0.05,2.0,2.0,0.0,10.00,10.00,10.00,10.00,1
SVBI,4.75,2.21,"3,282","6,959",47.81M,N/A,-1.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RMTI,9.88,1.54,"1,606,651","1,346,650",395.17M,N/A,-1.92,2.2,2.2,0.0,16.67,17.00,25.00,4.00,6
RNN,0.53,1.39,"2,476,079","1,582,250",77.03M,N/A,-0.05,2.0,2.0,0.0,2.00,2.00,2.50,1.50,2
ALTI,4.25,1.14,"31,081","131,992",49.25M,N/A,-1.19,2.0,2.0,0.0,2.75,2.75,2.75,2.75,1
STRS,17.05,1.97,525,"5,173",137.15M,81.58,0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GYRO,10.79,1.01,"1,048,570","137,956",15.99M,0.38,28.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RNA,5.64,N/A,"633,842","278,654",202.49M,N/A,-0.65
SPRT,3.87,2.23,"287,122","356,924",204.24M,22.50,0.17,2.0,2.0,0.0,6.31,6.50,7.25,5.00,4
ICEL,17.10,N/A,"24,485","51,864",269.44M,N/A,-1.83,2.3,2.3,0.0,18.50,20.00,20.50,15.00,3
FINL,28.59,0.66,"1,082,448","627,165",1.39B,20.64,1.39,2.4,2.4,0.0,28.53,30.00,33.00,18.00,15
STRN,5.15,0.99,0,"7,965",26.09M,40.55,0.13
STRM,6.83,0.5,"81,221","76,778",94.89M,N/A,-1.44,1.3,1.3,0.0,9.50,9.50,10.00,9.00,3
IDSY,5.80,0.66,"27,686","33,752",69.47M,N/A,-0.46,1.3,1.3,0.0,8.50,8.50,9.00,8.00,2
ALTV,8.40,0.57,"19,502","42,124",48.08M,N/A,-1.28,1.0,1.0,0.0,11.00,11.00,11.00,11.00,1
STRA,34.14,1.31,"124,317","203,763",358.78M,7.10,4.81,3.6,3.6,0.0,39.86,40.00,66.00,26.00,7
NTCT,29.14,2.33,"92,474","230,921",1.21B,30.01,0.97,2.5,2.5,0.0,31.78,31.00,37.00,29.00,9
ALTR,32.17,1.35,"1,650,534","3,269,110",10.33B,22.51,1.43,2.3,2.3,0.0,37.10,38.00,44.00,27.00,25
ONNN,8.05,1.44,"4,825,688","6,008,030",3.58B,N/A,-0.04,2.2,2.2,0.0,8.81,8.55,11.00,6.50,20
ABCD,1.78,1.02,"32,030","23,568",84.66M,N/A,-2.05,2.0,2.0,0.0,2.00,2.00,2.00,2.00,1
NDLS,36.26,N/A,"217,000","359,641",1.07B,165.57,0.22,2.7,2.7,0.0,45.25,46.50,51.00,38.00,8
CMRX,15.85,N/A,"54,262","152,046",418.76M,N/A,-5.24,1.8,1.8,0.0,29.25,28.50,33.00,27.00,4
WDFC,75.75,0.82,"92,176","49,873",1.16B,29.82,2.54,3.0,3.0,0.0,65.33,65.00,70.00,61.00,3
PSBH,6.43,1.06,0,"1,368",41.13M,38.05,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABCO,61.69,-0.17,"148,198","194,232",2.22B,94.91,0.65,1.9,1.9,0.0,71.30,74.00,80.00,55.00,10
PEGA,49.23,1.99,"141,863","127,019",1.87B,44.71,1.10,2.5,2.5,0.0,47.50,47.00,56.00,40.00,4
STCK,18.26,N/A,"29,754","101,389",476.71M,N/A,-0.21,2.3,2.3,0.0,18.20,18.00,19.00,17.00,5
FNHC,13.49,1.34,"57,557","82,046",112.30M,12.00,1.12,2.5,2.0,0.5,15.50,15.50,16.00,15.00,2
UPIP,1.48,1.87,"349,688","353,987",159.70M,N/A,-0.43,1.7,1.7,0.0,3.75,3.25,5.00,3.00,3
CSUN,7.08,3.04,"746,808","941,192",94.67M,N/A,-8.07,3.0,3.0,0.0,6.50,6.50,6.50,6.50,1
PNTR,12.26,1.45,"36,045","56,146",68.18M,21.51,0.57,N/A,N/A,N/A,10.00,10.00,10.00,10.00,1
PSCC,49.00,N/A,"12,557","13,316",0,0,0,0,0,0
SCSS,21.35,1.48,"457,625","1,295,680",1.18B,18.12,1.18,2.3,2.3,0.0,22.29,22.00,27.00,17.00,7
WTFCW,24.40,N/A,0,198,0,0,0,0,0,0
DCIN,5.65,N/A,"26,767","18,427",43.03M,N/A,-0.77,1.5,1.5,0.0,8.50,8.00,10.00,7.50,3
ANDE,88.65,1.18,"173,594","141,411",1.66B,22.44,3.95,2.6,2.5,0.1,56.33,56.00,65.00,52.00,6
DCIX,4.03,1.41,"344,199","264,762",136.95M,N/A,-1.15,2.3,2.3,0.0,5.21,4.88,8.00,4.00,6
RYAAY,47.91,1.06,"139,438","434,052",13.64B,18.57,2.58,2.3,2.3,0.0,48.33,55.00,56.00,34.00,3
ELGX,17.19,0.67,"416,957","399,356",1.09B,N/A,-0.31,1.3,1.3,0.0,20.17,20.00,22.00,18.00,6
BLRX,2.91,3.29,"34,338","138,959",68.65M,N/A,-0.88,2.0,N/A,N/A,6.00,6.00,7.00,5.00,2
SNFCA,4.71,-0.71,"53,137","21,770",53.61M,4.12,1.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VRNGW,1.10,N/A,"22,280",N/A,0,0,0,0,0,0
HAYN,53.77,2.07,"39,341","36,456",657.88M,30.90,1.74,2.0,2.0,0.0,60.50,61.50,63.00,56.00,4
OCLR,2.57,3.16,"1,559,679","1,146,970",239.43M,N/A,-0.71,2.4,2.4,0.0,3.70,3.70,3.70,3.70,1
IMGN,14.62,1.83,"563,195","853,457",1.25B,N/A,-0.70,2.4,2.4,0.0,16.59,18.00,21.00,8.50,11
IEP,117.24,1.78,"525,333","387,119",13.35B,16.15,7.26
RGLD,49.05,0.44,"968,536","783,917",3.19B,53.26,0.92,2.3,2.3,0.0,64.01,62.50,75.00,55.92,12
EXAC,24.44,1.19,"51,752","30,479",330.70M,22.65,1.08,1.5,1.5,0.0,27.75,27.50,33.00,23.00,4
FREE,2.28,5.33,"3,078,114","2,386,910",24.22M,N/A,-17.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRED,18.02,1.19,"97,439","128,765",663.01M,23.10,0.78,2.4,2.4,0.0,17.00,16.00,20.00,15.00,8
NVEE,8.14,N/A,12,"2,073",44.62M,9.66,0.84
ZIOP,4.37,1.48,"1,320,756","1,400,300",363.80M,N/A,-0.95,3.0,3.0,0.0,3.56,1.25,10.75,1.00,4
NVEC,56.91,-0.01,"7,805","13,478",275.27M,23.42,2.43,2.0,2.0,0.0,60.00,60.00,60.00,60.00,1
BLDR,7.63,2.8,"665,931","451,560",741.85M,N/A,-0.62,1.3,1.4,10.13,10.00,12.00,8.50,4
VGLT,64.41,122.74M,"1,540","16,084",0,0,0,0,0,0
BLDP,1.86,2.59,"8,599,108","1,507,330",185.45M,N/A,-0.37,2.6,2.6,0.0,2.38,2.38,2.50,2.25,2
EXAS,12.08,1.23,"1,733,041","818,486",856.68M,N/A,-0.74,1.8,1.8,0.0,15.84,17.00,20.00,6.00,11
HCKT,6.20,1.05,"40,876","145,792",190.26M,13.81,0.45,1.7,1.7,0.0,7.00,7.00,8.00,6.00,3
SMTC,24.84,1.08,"502,738","690,105",1.71B,28.88,0.86,2.3,2.3,0.0,30.82,33.00,38.00,22.00,11
CHRW,57.28,0.4,"1,319,582","1,772,070",8.69B,15.76,3.63,3.1,3.1,0.0,61.10,60.00,94.00,50.00,20
UFPT,25.88,1.43,"7,931","20,297",178.24M,16.48,1.57,1.7,1.7,0.0,26.00,26.00,28.00,24.00,2
VCLK,22.82,1.2,"841,318","1,269,540",1.52B,18.67,1.22,2.8,2.8,0.0,21.85,21.00,27.00,16.00,13
NNVC,5.00,0.53,"94,463","150,883",250.14M,N/A,-0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UCBA,11.10,0.09,430,"4,137",54.11M,43.87,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRFS,34.91,0.94,"375,778","536,105",23.70B,56.35,0.62
